date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-11-05,Legislative Meeting,17,Bill,20-348,Tax Clarity Equity Amendment Act of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,18,Bill,20-348,Tax Clarity Equity Amendment Act of 2013,Jack Evans,Main,7,Main Motion,[“JE”;”PM”;”TW”;”PM”;”MUB”;”AB”],N,N,Y,A,Y,N,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,19,Bill,20-280,YMCA Community Investment Initiative Real Property Tax Exemption Act of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,20,Bill,20-280,YMCA Community Investment Initiative Real Property Tax Exemption Act of 2013,Jack Evans,Main,7,Main Motion,[“JE”;”JG”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,21,Bill,20-235,Funeral and Memorial Service Leave Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,22,Bill,20-235,Funeral and Memorial Service Leave Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,23,Bill,20-116,Board of Ethics and Government Accountability Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,24,Bill,20-116,Board of Ethics and Government Accountability Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”;”JG”;”MC”;”DG”;”MUB”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,25,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,26,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”;”DG”;”TW”;”MC”;”JG”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,27,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Amend,7,Amendment 006 (McDuffie Amendment),[“KM”],Y,,,,,,,,,,,,,,,TRUE
2013-11-05,Legislative Meeting,28,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,7,Amendment 007 (Wells Amendment – Corporate Contributions),[“TW”;”KM”;”DC”;”MC”;”PM”;”TW”;”YA”;”KM”;”JE”],N,N,,,,,,,,,,,,,,FALSE
2013-11-05,Legislative Meeting,29,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Mary Cheh,Table,7,Table Amendment 007,[“MC”],N,Y,N,A,N,N,Y,Y,Y,N,N,N,N,A,N,FALSE
2013-11-05,Legislative Meeting,30,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Jack Evans,Close Debate,7,Close Debate on Amendment 007,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,31,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,7,Amendment 008 (Wells Contractor),[“TW”;”KM”;”DC”;”JE”],N,N,,,,,,,,,,,,,,FALSE
2013-11-05,Legislative Meeting,32,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Jack Evans,Close Debate,7,Close Debate on Amendment 008,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,33,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,7,Amendment 009 (Wells Disclosure Requirement),[“TW”;”KM”],,,,,,,,,,,,,,,,WITHDRAWN
2013-11-05,Legislative Meeting,34,Bill,20-117,Prohibition on Government Employee Engagement in Political Activity Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,35,Bill,20-117,Prohibition on Government Employee Engagement in Political Activity Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,36,Proposed Resolution,20-411,Fiscal Year 2014 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,37,Proposed Resolution,20-411,Fiscal Year 2014 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2013,Jack Evans,Main,7,Main Motion,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,38,Proposed Resolution,20-442,Commission on the Arts and Humanities Barbara AJ. Jones Confirmation Resolution of 2013,Jack Evans,Main,7,Main Motion,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,39,Proposed Resolution,20-443,Commission on the Arts and Humanities Rhona Friedman Confirmation Resolution of 2013,Jack Evans,Main,7,Main Motion,[“JE”;”MUB”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,40,Proposed Resolution,20-477,Chief Financial Officer of the District of Columbia Jeffrey S. DeWitt Confirmation Resolution of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,41,Proposed Resolution,20-477,Chief Financial Officer of the District of Columbia Jeffrey S. DeWitt Confirmation Resolution of 2013,Jack Evans,Main,7,Main Motion,[“JE”;”JG”;”MC”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,42,Proposed Resolution,20-239,Sense of the Council to Rename the Washington Football Club Resolution of 2013,David Grosso,Main,7,Main Motion,[“DG”],N,Y,P,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,43,Proposed Resolution,20-239,Sense of the Council to Rename the Washington Football Club Resolution of 2013,David Grosso,Amend,7,Amendment 010 (Mendelson/Grosso ANS),[“DG”],N,N,P,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,44,Proposed Resolution,20-493,Office of Employee Appeals Vera Abbott Confirmation Resolution of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,45,Proposed Resolution,20-493,Office of Employee Appeals Vera Abbott Confirmation Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,46,Proposed Resolution,,Taxicab Commission Background Check Authority Emergency Declaration Resolution of 2013,Mary Cheh,Main,8,Main Motion,[“MC”],,,,,,,,,,,,,,,,WITHDRAWN
2013-11-05,Legislative Meeting,47,Proposed Resolution,,Department of Health Grant Making Authority for Clinical Nutritional Home Services Emergency Declaration Resolution of 2013,Yvette Alexander,Main,8,Main Motion,[“YA”;”MC”;”DC”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,48,Bill,,Department of Health Grant Making Authority for Clinical Nutritional Home Services Emergency Amendment Act of 2013,Yvette Alexander,Main,7,Main Motion,[“YA”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,49,Proposed Resolution,,"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Declaration Resolution of 2013",Phil Mendelson,Main,8,Main Motion,[“PM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,A,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,50,Bill,,"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Amendment Act of 2013",Phil Mendelson,Main,7,Main Motion,[“PM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,A,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,51,Proposed Resolution,,Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Declaration Resolution of 2013,Jack Evans,Main,8,Main Motion,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,52,Bill,,Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Act of 2013,Jack Evans,Main,7,Main Motion,[“JE”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,53,Proposed Resolution,,Critical Infrastructure Freedom of Information Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,8,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,54,Bill,,Critical Infrastructure Freedom of Information Emergency Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”;”DG”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,55,Proposed Resolution,,Board of Elections Nominating Petition Circulator Affidavit Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,8,Main Motion,[“KM”;”JG”;”MUB”;”MC”;”YA”;”MC”;”AB”;”YA”;”MUB”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,56,Bill,,Board of Elections Nominating Petition Circulator Affidavit Emergency Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,57,Proposed Resolution,,Party Officer Elections Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,8,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,58,Bill,,Party Officer Elections Emergency Amendment Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,59,Proposed Resolution,,Transportation Infrastructure Improvement GARVEE Bond Financing Emergency Declaration Resolution of 2013,Mary Cheh,Main,8,Main Motion,[“MC”;”AB”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,60,Bill,,Transportation Infrastructure Improvement GARVEE Bond Financing Emergency Amendment Act of 2013,Mary Cheh,Main,7,Main Motion,[“MC”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,61,Proposed Resolution,20-501,"Compensation Collective Bargaining Agreement between the District of Columbia Department of General Services and Teamster Locals 639 and 730, Affiliated with the International Brotherhood of Teamsters Emergency Declaration Resolution of 2013",Phil Mendelson,Main,8,Main Motion,[“PM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,62,Proposed Resolution,20-502,"Compensation Collective Bargaining Agreement between the District of Columbia Department of General Services and Teamster Locals 639 and 730, Affiliated with the International Brotherhood of Teamsters Emergency Approval Resolution of 2013",Phil Mendelson,Main,7,Main Motion,[“PM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,63,Proposed Resolution,,Department of Corrections Central Cellblock Management Clarification Emergency Declaration Resolution of 2013,Tommy Wells,Main,8,Main Motion,[“TW”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,64,Bill,,Department of Corrections Central Cellblock Management Clarification Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion,[“TW”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,65,Proposed Resolution,20-522,Omnibus Residential Services Human Care Agreements Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Jim Graham,Main,8,Main Motion,[“JG”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,66,Bill,20-538,Omnibus Residential Services Human Care Agreements Modifications Approval and Payment Authorization Emergency Act of 2013,Jim Graham,Main,7,Main Motion,[“JG”],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,67,Proposed Resolution,20-474,Contract No. DCHT-2011-C-0001 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,8,Main Motion,[“YA”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,68,Bill,20-493,Contract No. DCHT-2011-C-0001 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,7,Main Motion,[“YA”],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,69,Proposed Resolution,20-492,Contract No. DCHT-2013-C-0135 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,8,Main Motion,[“YA”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,70,Bill,20-522,Contract No. DCHT-2013-C-0135 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,7,Main Motion,[“YA”;”PM”;”AB”;”YA”],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,71,Proposed Resolution,,Contract No. CW2336 Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,8,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
2013-11-05,Legislative Meeting,72,Bill,,Contract No. CW2336 Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,[“KM”],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
