date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-12-03,Legislative Meeting,11,B,20-459,Minimum Wage Amendment Act of 2013,VO,Main Motion,7,Main Motion on B20-459,[“Vincent Orange”;”Phil Mendelson”;”Marion Barry”;”David Grosso”;”Anita Bonds”;”Tommy Wells”;”Jim Graham”;”Phil Mendelson”;”David Catania”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,12,B,20-459,Minimum Wage Amendment Act of 2013,Phil Mendelson,Amend,7,Amendment 006 (Mendelson re CPI),[“Phil Mendelson”],Y,N,,,,,,,,,,,,,,TRUE
2013-12-03,Legislative Meeting,13,B,20-480,Earned Sick and Safe Leave Act of 2013,VO,Main Motion,7,Main Motion on B20-480,[“Vincent Orange”;”Marion Barry”;”David Grosso”;”Jim Graham”;”Tommy Wells”;”Muriel Bowser”;”Vincent Orange”;”Jack Evans”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,14,PR,20-500,Contract No. GF-2012-C-0039 and Change Order’s No. 4-5 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Phil Mendelson,Main Motion,9,Main Motion on PR20-500,[“Phil Mendelson”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,15,B,20-524,Contract No. GF-2012-C-0039 and Change Order’s No. 4-5 Approval and Payment Authorization Emergency Act of 2013,Phil Mendelson,Main Motion,7,Main Motion on B20-524,[“Phil Mendelson”;”David Grosso”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,16,PR,,Medical Marijuana Facility Overconcentration Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main Motion,9,Main Motion on Medical Marijuana Facility Overconcentration Emergency Declaration Resolution of 2013,[“Kenyan McDuffie”;”Yvette Alexander”;”Marion Barry”;”Jim Graham”;”Marion Barry”;”David Catania”;”Muriel Bowser”;”Yvette Alexander”;”Marion Barry”],N,N,,,,,,,,,,,,,,FALSE
2013-12-03,Legislative Meeting,17,PR,,Tax Exemption for Teacher Awards Emergency Declaration Resolution of 2013,David Catania,Main Motion,9,Main Motion on Tax Exemption for Teacher Awards Emergency Declaration Resolution of 2013,[“David Catania”;”Phil Mendelson”;”David Grosso”;”Marion Barry”;”Jim Graham”;”Tommy Wells”;”Muriel Bowser”;”David Catania”;”Vincent Orange”;”Anita Bonds”],N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,18,,,Tax Exemption for Teacher Awards Emergency Declaration Resolution of 2013,David Catania,Close Debate,9,Close Debate on Tax Exemption for Teacher Awards Emergency Declaration Resolution of 2013,[“David Catania”],N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,19,B,,Tax Exemption for Teacher Awards Emergency Act of 2013,David Catania,Main Motion,7,Main Motion on Tax Exemption for Teacher Awards Emergency Act of 2013,[“David Catania”],N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,20,PR,,NoMA Residential Development Tax Abatement Emergency Declaration Resolution of 2013,Tommy Wells,Main Motion,9,Main Motion on NoMA Residential Development Tax Abatement Emergency Declaration Resolution of 2013,[“Tommy Wells”],N,N,,,,,,,,,,,,,,WITHDRAWN
2013-12-03,Legislative Meeting,21,PR,20-555,Mundo Verde Bilingual Public Charter School Revenue Bonds Project Emergency Declaration Resolution of 2013,Jack Evans,Main Motion,9,Main Motion on PR20-555,[“Jack Evans”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,22,PR,20-558,Mundo Verde Bilingual Public Charter School Revenue Bonds Project Emergency Approval Resolution of 2013,Jack Evans,Main Motion,7,Main Motion on PR20-558,[“Jack Evans”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,23,PR,20-528,Proposed Multiyear Contract No. DCAM-13-NC-0112 Emergency Declaration Resolution of 2013,Mary Cheh,Main Motion,9,Main Motion on PR20-528,[“Mary Cheh”;”Marion Barry”;”David Grosso”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,24,PR,20-529,Proposed Multiyear Contract No. DCAM-13-NC-0112 Emergency Approval Resolution of 2013,Mary Cheh,Main Motion,7,Main Motion on PR20-529,[“Mary Cheh”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,25,PR,20-566,Modification No. 9 to Contract No. DCKA-2011-C-0026 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main Motion,9,Main Motion on PR20-566,[“Mary Cheh”;”Marion Barry”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,26,B,20-584,Modification No. 9 to Contract No. DCKA-2011-C-0026 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main Motion,7,Main Motion on B20-584,[“Mary Cheh”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,27,PR,,Modification No. 8 and Modification No. 10 to Contract No. DCKA-2010-C-0206 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main Motion,9,Main Motion,[“Mary Cheh”;”Marion Barry”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-12-03,Legislative Meeting,28,B,,Modification No. 8 and Modification No. 10 to Contract No. DCKA-2011-C-0206 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main Motion,7,Main Motion,[“Mary Cheh”],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Postpone Indefinitely,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Postpone to a Time Certain,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Table,,,,,,,,,,,,,,,,,,,,,,,,,,
Close Debate,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Close Debate,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Amend,,,,,,,,,,,,,,,,,,,,,,,,,,
Waive 231(c),,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,,,,,,,,,,,,,,,,,,,,,,,,,,
