date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-10-01,Legislative Meeting,11,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],,,,,,,,,,,,,,,,POSTPONED
2013-10-01,Legislative Meeting,12,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Postpone to a Time Certain,7,Postpone to 10-15-2013,["Mary Cheh";"Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,13,Bill,20-95,Smoking Restriction Amendment Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh";"Phil Mendelson"],N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,14,Bill,20-95,Smoking Restriction Amendment Act of 2013,Mary Cheh,Amend,7,Amendment Number 007,["Mary Cheh"],Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,15,Bill,20-95,Smoking Restriction Amendment Act of 2013,Phil Mendelson,Amend,7,Amendment Number 008,["Phil Mendelson";"David Grosso"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,16,Bill,20-168,Cottage Food Amendment Act of 2013,Yvette Alexander,Main,7,Main Motion,["Yvette Alexander";"Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,17,Bill,20-168,Cottage Food Amendment Act of 2013,Yvette Alexander,Amend,7,Amendment Number 009,["Yvette Alexander"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,18,Resolution,20-459,"Sense of the Council of the District of Columbia on the September 16, 2013 Navy Yard Tragedy Resolution of 2013",Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,19,Resolution,,Council Period 20 Rules Reorganization Resolution of 2013,Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,TRUE
2013-10-01,Legislative Meeting,20,Resolution,,"University of the District of Columbia Career, Educational, and Legal Service Non-Collective Bargaining Unit Employees Compensation System Changes Emergency Declaration Resolution of 2013",Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,21,Resolution,,"University of the District of Columbia Career, Educational, and Legal Service Non-Collective Bargaining Unit Employees Compensation System Changes Approval Resolution of 2013",Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,22,Resolution,,Government Employee Engagement in Political Activity Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,23,Resolution,,Federal Shutdown Response Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,24,Bill,,Federal Shutdown Response Emergency Act of 2013,Phil Mendelson,Main,7,Main Motion,["Phil Mendelson";"Marion Barry";"Vincent Orange";"Yvette Alexander";"Anita Bonds"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,25,Resolution,,Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion,["Yvette Alexander";"Muriel Bowser"],N,N,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,26,Bill,,Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2013,Yvette Alexander,Main,7,Main Motion,["Yvette Alexander"],N,N,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,27,Resolution,,Personal Property Robbery Prevention Second Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,28,Bill,,Personal Property Robbery Prevention Second Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,29,Resolution,,Election Code Conforming Second Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion,["Tommy Wells"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,30,Resolution,,Critical Infrastructure Freedom of Information Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,31,Resolution,,"Proposed Contract with Arbor E&T, LLC., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,32,Resolution,,"Proposed Contract with TEAM, LLC., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,33,Resolution,,"Proposed Contract with Maximus Human Services, Inc., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,34,Resolution,,Parking Relief from Multiple Construction Projects Emergency Declaration Resolution of 2013,Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,RULED OUT OF ORDER
2013-10-01,Legislative Meeting,35,Resolution,,Primary Election Date Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson";"Mary Cheh";"Jack Evans";"Tommy Wells"],N,Y,Y,A,N,N,N,N,N,N,Y,Y,Y,N,Y,FALSE
2013-10-01,Legislative Meeting,36,Resolution,,D.C. CAS Accurate Reporting Emergency Declaration Resolution of 2013,David Catania,Main,9,Main Motion,["David Catania"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,37,Resolution,20-408,Modification to Delivery Order No. DCAM-2010-T-4007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,38,Bill,20-427,Modification to Delivery Order No. DCAM-2010-T-4007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,39,Resolution,20-404,The Endocrine Society Revenue Bonds Project Emergency Declaration Resolution of 2013,Jack Evans,Main,9,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,40,Bill,20-405,The Endocrine Society Revenue Bonds Project Emergency Act of 2013,Jack Evans,Main,7,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,41,Resolution,20-415,Transportation Infrastructure Mitigation Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh";"Jack Evans";"Muriel Bowser";"Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,42,Bill,20-429,Transportation Infrastructure Mitigation Emergency Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,43,Bill,20-429,Transportation Infrastructure Mitigation Emergency Act of 2013,Mary Cheh,Amend,7,Amendment Number 010,["Mary Cheh"],Y,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,44,Resolution,,Modification No. 13 to Contract No. DCKA-2010-C-0219 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,45,Bill,,Modification No. 13 to Contract No. DCKA-2010-C-0219 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,46,Resolution,,Change Orders No. FY13-002 through No. FY13-008 to Contract GM-10-S-0707B-FM Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["KM'],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,47,Bill,,Change Orders No. FY13-002 through No. FY13-008 to Contract GM-10-S-0707B-FM Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["KM'],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,48,Resolution,,Omnibus Fuel Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,49,Resolution,,Omnibus Fuel Emergency Approval Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,50,Resolution,,Delivery Order CW23328 under Federal Contract No. SP0600-13-D-4016 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["KM'],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,51,Bill,,Delivery Order CW23328 under Federal Contract No. SP0600-13-D-4016 Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["KM'],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,52,Resolution,20-413,Contract No. CW20512 Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,53,Bill,20-414,Contract No. CW20512 Emergency Approval Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
